ID,NAME (vertical file),AMNH OPAC,LOC/VIAF with URI,ALT NAME 3,DATES,DATE end,Date Note,SITES,PURPOSE,PERSONNEL,DEPARTMENT,SPONSORS,OTHERS,Documentation Materials,Publications,Field11,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000682,Thomas Expedition to Nevada,,,,1981,,,"Mount Jefferson, Nevada",To excavate Alta Toquima Village,"Thomas, David Hurst, leader",Anthropology,,,,"AMNH Annual Report No. 113, 1981-82. p. 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000683,Field Trips to Central Chile,,,,1981,-1986,Approx. 6 weeks each time in January-February..,Central Chile,To study biogeographic patterns in central Chile,"Platnick, Norman, leader; Schuh, Randall; Catley, Kefyn (Cornell University); Allen, Robert T.; Ramirez, Martin (Argentina); Calderon, Raul (Chile). First year for other years see AMNH Vertical File",Entomology,Grant from the Eppley Foundation for Research; National Science Foundtion,,AMNH Library Vertical Files.,"NH, Vol. 104, March,1995, p. 50 ff.; AR 113, 1981-82, p. 16; AR 114, 1982-83, p. 15; AR 115, 1983-84, p. 20;  AR #116, 1984-1985; AR #117, 1985-1986; AR 125, 1993-94, p. 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000684,St. Catherine's Island Field Trip,,,,1981,; 1982,,"St. Catherine's Island, Georgia",To excavate ruins of Spanish mission site,"Thomas, David Hurst, leader",Anthropology,"Larsen, Clark Spencer; May, Alan",,,"AMNH Annual Report No. 113, 1981-82, p. 8; No. 114, 1982-83, p. 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000685,Panama Expedition,,,,1982,1983,,Western Panama (Central Cordillera),To investigate tropical cloud forest and collect reptiles and amphibians,"Myers, Charles W., leader, Martinez, Victor; Daly, John",Herpetology,"Herpetology; Panamaian sources, Merck Sharp & Dohme Res. Labs; Astra Lakermedel AB, Sweden;","Estudios Ambientales, S.A.","AMNH Library Vertical Files for 1979-1980 give other references, e.g. Scientific American & AMNH Novitates, and details of expeditions between 1968 and 1993. not yet listed on the spreadsheet. GwN.","AMNH Annual Report No. 113, 1982-83, p. 17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000686,Expedition to Baja California,,,,1983,-86,July,Baja Peninsula,"Paleontological exploration- discovered new early  Eocene  verts, comparable to those found in the Rocky mountains of Wyoming...","Novacek, Michael J., Leader; Flynn, John (Rutgers University); Kelly, Jeanne (Rutgers University); and graduate students from Rutgers, Yale, Columbia, and City University.",Vertebrate Paleontology,National Geographic Society,,AMNH Library Vertical Files.,"AR 114, 1982-83, p. 42; AR 117, 1985-86, p. 45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000687,Morris trips to south central Peru,,,,1983, - 1993,,"Chincha Valley and Pisco Valley, south central Peru, and related areas",To study 3000 years of history of the Chincha kingdom,"Morris, Craig, Leader;",Anthropology,"The Tinker Foundation, the Richard Lounsbery Foundation and the National Geographic Society",,"See other publications mentioned in the Ann. Reports noted, to be found in the AMNH Library Vertical Files. GwN.","AR 115, 1983-84, p. 10; AR 117, 1985-86, p. 10; AR 118, 1986-87, p. 10; AR 119, 1987-88, p. 10; AR 124,1992-93, p. 15-16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000688,Field Trips to Korea,,,,1983, - 1988 ,The summers,Korea,To study marriage and Shaman customs in Korea.  In 1991/2 she visited Hanoi for possibble ethnographic cooperation..GwN,"Kendall, Laurel;",Anthropology,Social Science Research Council,,AMNH Library Vertical Files,"AR 115, 1983-84, p.15; AR 116, for 1984-85, p. 12;   AR #119,1987-88, p. 11; AR #122, 1990-91, p. 8; AR 123, 1991-92, p 14-15; NH, Vol. 106, No. 2, March, 1997, P.40-41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000689,Rozen Field Trip to Pakistan,,,,1984,,May,Pakistan,To study bee fauna,"Rozen, Jr., JeromeG., Leader; Lodhi, Sarfaz; Stupakoff, Ian; McGinley, Ronald J. (Smithsonian)",Entomology,,,AMNH Library Vertical Files.,"AR 115, 1983-84, p 22.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000690,Cerro de la Neblina Expedition,Cerro de la Neblina Expedition (1984-1985),,,1984,-85,"February\March, Nov/Dec., June & July...",Southern Venezuela,To make a biological inventory and compare specimens with those of neighboring tepuis,"Brewer, Charles (FDCFMN, Caracas); Nelson, Gareth; Ferraris, Carl J.; Rozero, Ramiro (Universidad Central de Venezuela); Cole, Charles J.; Zweifel, Richard; McDiarmid, Roy W.(U.S. Fish and Wildlife Service); Rozen, Jr., Jerome G.; Stupakoff, Ian; Coats, Sadie; Dickerman,Robert W, Myers, Charles, Roze, Janis.","Icthyology,Herpetology, Entomology, Ornithology","Fundacion para el Desarollo de las Ciencias Fisicas, Matematicas y Naturales (Caracas); the NSF and the William H. Phelps Fund.",William Phelps Foundation and the National Science Foundation,AMNH Library Vertical Files,"AR 115, 1983-84, p10 ff.; AR 116, 1984-85, p. 21; AR 117, 1985-86, p.21; Westchester County Press, Yonkers, N.Y., February 28, 1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000691,Field Studies from Southern Chile to Cape Horn,,,,1985, - ,October-December.,Tierra Fuego and the Diego Ramirez Islands,To study interactions between members of various species pairs under difficult windy conditions,"Vuilleumier Francois, Leader; Salathe, Tobias (Tour-du-Valat Biological Station, Camargue, France); Andors, Allison",Ornithology,L.C. Sanford Fund and the National Geographic Society,,"AMNH Library Vertical Files indicate other years also for fieldwork:  1987 (Feb-March), w/colleagues from Andes-Patagonia; 1992, Oct-Nov, worked a transept from the Atlantic-foothills of Andes studying speciation;  1993, Oct-Dec. S. Patagoniaon on longterm project on speciation and biogeography.","AR 117, 1985-86, p. 42; AR 118, 1986-87, p.42; AR 124 1992-93, p. 44; AR 125, 1993-94, p. 47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000692,FieldTrip to Southern Chile,,,,1985, - 1988, Probably 1986- 89,Southern Andes of Patagonia,"To search for, and collect, fossil mammals and to follow up discovery of previous year, and to obtain insights into the geotectonic history.","Novacek,Michael, Leader;;Wyss, Andre (Columbia Ubniversity); Norell, Mark(Yale University); Flynn, John J.; Frassinetti, Daniel (Museo Nacional de Historia Natural, Santiago), McKenna, Malcolm, Ming, Jen.",Vertebrate Paleontology,Eppley Foundationand one year by the Geographical Society.,"Carlos de Smet de Olbeck de Halleux, local businessman and amateur paleontologist",AMNH Library Vertical Files.,"AR 117, 1985-86, p. 45; AR 118, 1986-87, p. 45; AR 119. 1987-88, p. 51; AR 120, 1988-89, p. 38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000693,Field Expeditions to northern South America,,,,1986,-1987,June to mid-September.,"Savannas from Costa Rica to the Guianas, including the states of Bolivar, Yayacuy, Sucre and Apure in Venezuela","To understand the biogeography of the area's savannas, and phylogenetic relationiships in 3 different areas;  to collect small mammals; and to obtain morphological and biochemical samples    for a systematic revision; and to obtain live specimens in order to establish a breeding colony at the AMNH  for further research.   .","Voss, Robert S., Leader; Castellanos, Hernan G.(Museo de Historia Natural La Salle, Caracas), working with Les Marcus, Dept. Invertebrates in the lbaaoratory on his return.",Mammology,Smithsonian Institution and La Salle,,"AMNH Library Vertical Files, which indicate Publication fo this work in an article in Science in the early 1990's.","AR 118, 1986-87, p. 32; AR 119, 1987-88, p. 34; AR 123, 1991-92, p. 35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000694,Field Trip to Switzerland,,,,1986,,,"Solothurn, Switzerland",To excavate quarries to collect Jurassic fossil turtles.,"Gaffney, Eugene, Leader; Meylan, Peter",Vertebrate Paleontology,"Canton of Solothurn, Switzerland",,AMNH Library Vertical Files.  ,"AR 118,1986-87, p. 46; AR 119,1987-88, p. 50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000695,Expedition to the Yushe Basin,,,,1987,-1991,,North China,"To examine Neogene-aged deposits in the Yushe Basin, focusing on the faunal changes leading up to beginning of global glaciation , in the later Pliocene.","Tedford, Richard H., Leader; Flynn, Lawrence J. (Harvard University); Downs, Will (Northern Arizona University); Opdyke, Neil (University of Florida); Qiu, Zhanxiang (Institue of Vertebrate Paleoanthropology, Beijing)",Vertebrate Paleontology,Carter Fund for Research; National Science Foundation,,In AMNH Library Vertical Files.,"AR 119, 1987-88, p.51; AR 120, 1988-89, p. 38; AR 121, 1989-90, p. 39; AR 122, 1990-91, p. 35; AR 123, 1991-92, p. 45; AR 124, 1992993, p. 47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000696,Lower Amazon Interdisciplinary Archeological Project,,,,1987,,,"Santarem and Marajo Island, Brazil",To investigate prehistoric cultural evolutionin the tropical lowlands  of South America.,"Roosevelt, Anna, Leader;",Anthropology,National Science Foundation Anthropology Program and the National Endowment for the Humanitiess,"A collaboration of AMNH, Museo Paulista(Universidad of Sao Paulo) and the Museo Emilio Goeldi (Belem)",AMNH Library  Vertical File,"AR 119, 1987-88, p.11; Microcomputers in the Lower Amazon Project, Adv. In Comput. Archaeol, 1988, 4:41-53.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000697,Phipps Tapirapeco Expedition,Phipps Tapirapecó Expedition (1989),,,1989,1990,February and March.,"Southern Venezuela, 150 km. NE of Cerro de la Neblina, and Cerro Guaiquinima.","To collect specimens (frogs. snakes,lizards, and fishes) where no collecting had previously been done","Myers, Charles, Coordinator; Barrowclough, George F.; Ferraris, Carl J.; Donnelly, Maureen A.","Ornithology,Herpetology and Ichthyology,","Phipps Foundation; Fundacion para el Desarrollo de las Ciencas Fisicas, Matematicas y Naturales, Caracas",,AMNH Library Vertical File.,"AR 120, 1988-89, p.19; AR 120, 1988-89, p.32; AR 121, 1989-90, p.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000698,Expedition to Green River Basin of Wyoming,,,,1989,,,Southwestern Wyoming,"to collect fossil specimens of Presbyornis, the oldest known duck, from Eocene deposits in the Green River Basin.","Andors, Allison; Olson, Storrs L. (Smithsonian's National Museum of Natural History)",Ornithology,,,AMNH Library Vertical File.,"AR 121, 1989-90, p. 36; NH, Vol. 104, June,1995, p.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000699,Expeditions to Cuba,,,,1990,- 1994,Fall of 1989 or Spring of 1990?,Pinar del Rio province of western Cuba,"to prospect for Mesozoic and Cenozoic fossils, and to study fauna threatened, and extinct  by ecological problems.","MacPhee, Ross D.E., Leader; Smith, Michael L.; Norell, Mark A.; Gould, Gina (Colummbia University); White, Jennifer (SUNY, Stony Brook)",Mammology; Herpetology and Ichthyology,National Science Foundation; Museo Nacional and Cuban Academy of Sciences (Cuba); The National Science Foundation. The Leakey Foundation.,,AMNH Library Vertical Files.,"AMNH Ann. Rep. # 121. for 1989-1990, pp 3, 4, 28,  #122, 1990-91, pp.24, 25,  #123, 1991-1992, pp. 11, 27, 35, #124 for 1992-1993, #125, for 1993-1994, pp. 18, 38.  Natural History Magazine, Dec. 1997. pp. 90-94, AMNH 125 Years of Ex[edition and Discovery, 1995, pp 229-232.","First expedition under 1990 agreement between AMNH and Museo Nacional de Historia Natural (Havana, Cuba).  Exhibit Sept. '93-Jan. 94.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000700,Expedition to French Guiana,,,,1991,-1994,,Paracou near Sinnamary on the Caribbean coast of French Guiana.,to establish a several year program to census rainforest mammals,"Voss, Robert; S.; Simmons, Nancy B.; Lunde, Darrin P.; and Kays, Roland W. (Cornell University). ",Mammology,,Museum National d'Histoire Naturelle (Paris),AMNH Library Vertical Files.,"Ar, 122 1990-91, pp 26-27; AR 123, 1991-92, p. 35; AR 125, 1993-94, p.39; AR, 124, 1992-93, p. 37.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000701,Expeditions to Southern Mongolia,,,,1989,,It should be remembered that in 1988? Malcolm and Priscilla McKenna visited Mongolia as tourists to assess the possibilities.,Gobi Desert,to reinvestigate earlier fossil finds  (70 years ago) using new methods,"Novacek, Michael; McKenna,Malcolm; Norell, Mark; Dingus, Lowell; Clark, James; Dashzeveg, Demberlyin (Mongolian Academy of Sciences); other Mongolian colleagues",Vertebrate Paleontology,"Nationasl Science Foundatio; the Jaffe Foundation, the Infoquest Foundation, Mercedes Benz..",,AMNH Library Vertical Files,"AR 121, 1989-90, p. 39; AR 122, 1990-91, p. 35; AR 123,1991-92, p. 44; AR 124, 1992-93, p. 47; NH, Vol. 102, Sept., 1993, p. 38; NH, Vol. 103, April,1994, p.41 ff. and p. 56 ff.;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000702,Robert G. Goelet American Museum of Natural History -Terramar Expedition,Robert G. Goelet American Museum-TERRAMAR Expedition (1994),,,1994,,,"Auyantepui, Venezuela",interdisciplinary collection of specimens in the South American tepuis (table mountains),"Myers, Charles W.; Barrowclough, George; Sweet, Paul",Herprtology and Ichthyology; Ornithology,"AMNH and Fundacion Terramar (Caracas, Venezuela)",Instituto Nacional de Parques (Venezuelan National Park Service),AMNH Library Vetical Files,"AR 125, 1993-94, p. 32 and p. 46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000703,Lower California Expedition,,,,1893,April 30 - June 6,,Lower California,Collected 250 mammals,"Thurber, E.C., Anthony, A.W.",Department of Mammals,,,Amnh Library Vertical Files. Needs further research/GwN 2014.,"Mammal Expedition Partial List - could find no verification in Annual Reports, nor listing of the names for 1892, 1893 and 1894,  nor in the AMNH Bulletins for those years..",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000704,"W.W. Price Arizona and Sonoro, Mexico Expedition ",,,,1894,,Jan. 3 to Sept. 1.,Arizona and Mexico,Collected 1500 mammals.,"Price, W.W, Condit, B.C., Miller, L.H., Anderson, M.P.",Department of Mammals,,,AMNH Library Vertical File contains only Mammalogy Department Listing of Expeditions.  No mention in Annual Reports.  ,"Bulletin of the AMNH, vol. VII, 1985, pp 193 - 258, by Allen, J.A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000705,Baron Peru Expedition,,,,1894,1895,,Peru,Collected 28 specimens,"Baron, O.T.","Department of Mammals, Birds,  Reptiles and Fishes.",,,AMNH :Library Vertical Files,"The only reference I could find was in AMNH Bull. No. 9, 1897, pp. 115-119.  I could find no mention in Ann Reports for 1894 and '5, in the listed expeditions, the names of staff, nor major donors.  However, it interesting to note that in 1895 Bandelier had to move his expedition from Peru to Bolivia because of the insurrection in Peru.  /GwN 3.27.14..",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000706,California Expedition,,,,1895,,"Week of January 2, and March-April.","San Mateo County, California","To collect, and purchase 636 mammal specimens.","Price, W. W.; Wilbur, R. L.;  Diefenbach, J.",Mammal Department.,,,"AMNH Library Vertical File, partial listing of Museum Mammal Expeditions. ","AMNH Annual Report #27, for the year 1895; AMNH Bulletin Vol. LVIII, 1986, article VII by J.A. Allen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000707,Texas Expedition,,,,1896,,,"Bexar County and Kerr County, Texas.","To collect Mammals, and to describe the effect on animal and plant life of the long and continued droughts on the region. ","Attwater, H. P., leader","Department of Mammalogy , Ornithology, Herpetology, and Ichthyology.","Attwater, H. P., of San Antonio, TX.",,"Information found in the AMNH Library Vertical File, was on a Partial List of Museum Expeditions - date and compiler unknown.","AMNH Bulletin #*, 1896, pp.47-80.  However AMNH Annual Report #28, 1896, p. 28, mentions only an exchange of material from Bexar County, Tx.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
